Rank,Word,Part-of-speech,frequency,Dispersion,Normalization
1911,pour,v,19300,0.93,0.000654677780531131
1960,contemporary,j,19293,0.90,0.000654360085940925
1845,long,c,19227,0.97,0.000651364679804699
2059,assess,v,19220,0.86,0.000651046985214494
1930,winner,n,19216,0.92,0.000650865445448662
1928,cloud,n,19214,0.92,0.000650774675565746
1877,back,v,19213,0.96,0.000650729290624288
1898,era,n,19209,0.95,0.000650547750858456
1881,attract,v,19197,0.96,0.000650003131560961
2094,curriculum,n,19193,0.84,0.000649821591795129
1888,tank,n,19158,0.95,0.0006482331188441
1924,minister,n,19154,0.93,0.000648051579078268
2090,interaction,n,19144,0.84,0.000647597729663688
1842,used,j,19130,0.98,0.000646962340483277
1906,now,c,19126,0.95,0.000646780800717445
1884,secret,n,19125,0.96,0.000646735415775987
1988,sector,n,19103,0.90,0.000645736947063912
1874,complain,v,19102,0.97,0.000645691562122454
1896,pleasure,n,19099,0.96,0.00064555540729808
1933,seed,n,19079,0.93,0.000644647708468921
1871,entirely,r,19075,0.97,0.000644466168703089
2000,waste,n,19069,0.89,0.000644193859054341
1905,separate,j,19064,0.95,0.000643966934347051
1892,aside,r,19056,0.96,0.000643603854815388
1991,beneath,i,19047,0.90,0.000643195390342266
1860,afford,v,19035,0.97,0.00064265077104477
1955,overall,j,19031,0.92,0.000642469231278939
1963,essential,j,19030,0.91,0.000642423846337481
1904,wing,n,19028,0.95,0.000642333076454565
1957,initial,j,19019,0.92,0.000641924611981443
1908,struggle,n,19014,0.95,0.000641697687274153
1929,stretch,v,19014,0.93,0.000641697687274153
1907,clear,v,19013,0.95,0.000641652302332695
1946,cite,v,19011,0.93,0.000641561532449779
2038,achievement,n,18998,0.88,0.000640971528210826
1931,volume,n,18989,0.93,0.000640563063737704
1902,fun,n,18984,0.96,0.000640336139030414
1999,increased,j,18984,0.90,0.000640336139030414
1886,rare,j,18978,0.97,0.000640063829381667
1952,improvement,n,18977,0.92,0.000640018444440208
1893,anywhere,r,18970,0.96,0.000639700749850003
1882,confidence,n,18955,0.97,0.000639019975728133
2003,emphasize,v,18933,0.90,0.000638021507016058
2013,female,n,18932,0.90,0.0006379761220746
1983,abortion,n,18925,0.91,0.000637658427484394
1980,resolution,n,18922,0.91,0.000637522272660021
1985,witness,n,18920,0.91,0.000637431502777105
1935,rest,v,18915,0.94,0.000637204578069815
1976,employ,v,18912,0.91,0.000637068423245441
1901,stand,n,18910,0.96,0.000636977653362525
2088,hi,u,18910,0.85,0.000636977653362525
1950,dish,n,18887,0.93,0.000635933799708992
1897,master,n,18880,0.96,0.000635616105118786
1972,specifically,r,18873,0.92,0.00063529841052858
1942,tip,n,18868,0.93,0.00063507148582129
1915,except,c,18857,0.95,0.000634572251465253
1934,surprised,j,18822,0.94,0.000632983778514224
1910,somewhat,r,18801,0.96,0.000632030694743607
1914,clean,v,18766,0.96,0.000630442221792578
1900,check,n,18764,0.97,0.000630351451909662
1925,totally,r,18720,0.95,0.000628354514485512
1917,English,n,18719,0.96,0.000628309129544054
2020,rural,j,18665,0.91,0.000625858342705324
1958,terrible,j,18659,0.93,0.000625586033056576
1932,travel,n,18634,0.95,0.000624451409520127
1921,grant,v,18598,0.96,0.00062281755162764
1973,tired,j,18597,0.93,0.000622772166686182
1968,core,n,18571,0.93,0.000621592158208275
1970,rush,v,18561,0.93,0.000621138308793696
1920,doubt,n,18542,0.97,0.000620275994905994
1987,barely,r,18533,0.93,0.000619867530432872
1995,limited,j,18532,0.92,0.000619822145491415
1939,busy,j,18500,0.95,0.00061836982736476
1959,oppose,v,18484,0.94,0.000617643668301432
1936,fashion,n,18483,0.96,0.000617598283359974
1997,flow,n,18469,0.92,0.000616962894179563
1951,beach,n,18451,0.95,0.000616145965233319
1981,household,n,18450,0.93,0.000616100580291861
2024,cream,n,18443,0.92,0.000615782885701656
1993,black,n,18441,0.93,0.00061569211581874
2004,experiment,n,18440,0.92,0.000615646730877282
1966,criminal,j,18424,0.94,0.000614920571813954
1944,cheap,j,18371,0.96,0.000612515169916682
1943,below,i,18353,0.96,0.000611698240970439
1926,hero,n,18348,0.97,0.000611471316263149
1956,divide,v,18337,0.95,0.000610972081907112
1971,necessarily,r,18334,0.94,0.000610835927082738
1922,seriously,r,18328,0.98,0.00061056361743399
1961,route,n,18313,0.95,0.00060988284331212
2018,towards,i,18305,0.93,0.000609519763780457
1977,holiday,n,18299,0.94,0.000609247454131709
2012,wheel,n,18296,0.93,0.000609111299307335
2006,bomb,n,18284,0.93,0.000608566680009839
2017,cable,n,18277,0.93,0.000608248985419634
1978,dance,v,18263,0.94,0.000607613596239222
2029,typically,r,18254,0.92,0.000607205131766101
1938,separate,v,18251,0.97,0.000607068976941727
1941,copy,n,18244,0.97,0.000606751282351521
2042,hand,v,18231,0.92,0.000606161278112567
2009,liberal,j,18228,0.93,0.000606025123288194
2040,drink,n,18227,0.92,0.000605979738346735
1982,fewer,d,18223,0.94,0.000605798198580904
1990,lack,v,18215,0.94,0.00060543511904924
2005,definitely,r,18214,0.93,0.000605389734107782
2043,useful,j,18205,0.92,0.00060498126963466
2033,hat,n,18198,0.92,0.000604663575044455
1969,upper,j,18196,0.95,0.000604572805161539
1945,aim,v,18194,0.97,0.000604482035278623
1989,representative,n,18189,0.94,0.000604255110571333
2031,grass,n,18139,0.93,0.000601985863498435
2028,hill,n,18131,0.93,0.000601622783966771
1953,everywhere,r,18126,0.96,0.000601395859259481
2002,mass,n,18107,0.94,0.00060053354537178
2039,fishing,n,18103,0.93,0.000600352005605948
2001,merely,r,18094,0.94,0.000599943541132826
2015,invest,v,18080,0.94,0.000599308151952415
1954,opening,n,18058,0.97,0.00059830968324034
2014,decline,v,18058,0.94,0.00059830968324034
1974,rise,n,18055,0.96,0.000598173528415966
2030,noise,n,18024,0.93,0.000596766595230769
2026,gate,n,17999,0.94,0.00059563197169432
2011,engineer,n,17991,0.94,0.000595268892162656
2102,Israeli,j,17967,0.89,0.000594179653567665
2008,tone,n,17954,0.95,0.000593589649328711
2034,legislation,n,17934,0.94,0.000592681950499552
1964,question,v,17924,0.97,0.000592228101084972
2025,secretary,n,17922,0.94,0.000592137331202057
2022,Jew,n,17893,0.95,0.000590821167899775
1967,careful,j,17885,0.97,0.000590458088368112
2060,sleep,n,17882,0.92,0.000590321933543738
1994,incident,n,17880,0.96,0.000590231163660822
1984,apart,r,17872,0.96,0.000589868084129158
1996,proud,j,17841,0.96,0.000588461150943961
2023,narrow,j,17840,0.95,0.000588415766002503
1979,vast,j,17836,0.96,0.000588234226236672
2050,milk,n,17812,0.93,0.00058714498764168
1986,match,v,17788,0.97,0.000586055749046689
1975,tie,n,17787,0.97,0.000586010364105231
2041,accuse,v,17778,0.94,0.00058560189963211
2103,association,n,17759,0.90,0.000584739585744408
2126,sir,n,17733,0.88,0.000583559577266501
2071,explanation,n,17712,0.92,0.000582606493495884
2058,physician,n,17707,0.93,0.000582379568788594
2027,solid,j,17675,0.96,0.000580927250661939
2046,reject,v,17656,0.94,0.000580064936774238
2062,ride,n,17654,0.93,0.000579974166891322
2065,addition,i,17641,0.93,0.000579384162652369
2085,immigrant,n,17615,0.92,0.000578204154174462
2067,creative,j,17597,0.93,0.000577387225228218
2077,guilty,j,17596,0.93,0.00057734184028676
2081,technical,j,17594,0.92,0.000577251070403844
2019,expose,v,17581,0.96,0.000576661066164891
2010,massive,j,17551,0.97,0.000575299517921152
2074,campus,n,17541,0.93,0.000574845668506572
2084,potential,n,17523,0.92,0.000574028739560329
2123,observation,n,17500,0.90,0.000572984885906796
2129,definition,n,17499,0.89,0.000572939500965338
2104,twenty,m,17491,0.91,0.000572576421433674
2007,enormous,j,17482,0.97,0.000572167956960552
2032,unfortunately,r,17482,0.96,0.000572167956960552
2119,scholar,n,17482,0.90,0.000572167956960552
2047,talent,n,17474,0.95,0.000571804877428889
2061,plenty,p,17445,0.95,0.000570488714126608
2079,acquire,v,17435,0.93,0.000570034864712028
2073,gay,j,17428,0.94,0.000569717170121822
2063,virtually,r,17426,0.94,0.000569626400238906
2035,succeed,v,17423,0.96,0.000569490245414532
2037,celebrate,v,17421,0.96,0.000569399475531617
2122,cheese,n,17416,0.90,0.000569172550824327
2048,taste,n,17409,0.96,0.000568854856234121
2057,height,n,17403,0.95,0.000568582546585373
2066,sharp,j,17403,0.94,0.000568582546585373
2044,land,v,17401,0.96,0.000568491776702457
2098,assistance,n,17396,0.92,0.000568264851995167
2083,mind,v,17378,0.93,0.000567447923048924
2076,live,j,17365,0.94,0.000566857918809971
2069,behind,r,17347,0.95,0.000566040989863727
2016,promise,n,17342,0.98,0.000565814065156437
2136,scream,v,17342,0.90,0.000565814065156437
2064,first,r,17332,0.95,0.000565360215741858
2070,approve,v,17329,0.95,0.000565224060917484
2175,visual,j,17316,0.87,0.00056463405667853
2182,bike,n,17306,0.87,0.000564180207263951
2045,secret,j,17305,0.96,0.000564134822322493
2080,compete,v,17264,0.94,0.000562274039722716
2142,prosecutor,n,17260,0.90,0.000562092499956884
2087,illegal,j,17258,0.94,0.000562001730073968
2036,either,d,17257,0.97,0.00056195634513251
2173,shout,v,17239,0.88,0.000561139416186267
2055,closely,r,17220,0.96,0.000560277102298566
2172,regarding,i,17220,0.88,0.000560277102298566
2068,lower,v,17206,0.95,0.000559641713118154
2082,plus,i,17202,0.94,0.000559460173352322
2089,alternative,n,17197,0.94,0.000559233248645033
2051,escape,v,17195,0.97,0.000559142478762117
2121,climate,n,17189,0.91,0.000558870169113369
2235,participation,n,17187,0.85,0.000558779399230453
2184,perceive,v,17180,0.88,0.000558461704640247
2147,airline,n,17164,0.90,0.00055773554557692
2052,cast,v,17163,0.97,0.000557690160635462
2053,sentence,n,17162,0.97,0.000557644775694004
2128,cigarette,n,17160,0.91,0.000557554005811088
2105,knock,v,17146,0.93,0.000556918616630676
2114,spiritual,j,17074,0.92,0.000553650900845703
2107,wrap,v,17073,0.93,0.000553605515904245
2111,criticism,n,17049,0.93,0.000552516277309254
2075,proper,j,17024,0.96,0.000551381653772805
2153,primarily,r,17015,0.91,0.000550973189299683
2095,list,v,17006,0.94,0.000550564724826561
2054,unusual,j,16997,0.97,0.00055015626035344
2112,asset,n,16977,0.93,0.000549248561524281
2113,depression,n,16976,0.93,0.000549203176582823
2132,creation,n,16967,0.92,0.000548794712109701
2056,convince,v,16948,0.98,0.000547932398222
2092,personality,n,16933,0.95,0.00054725162410013
2097,passenger,n,16933,0.95,0.00054725162410013
2158,diet,n,16933,0.90,0.00054725162410013
2100,fun,j,16932,0.94,0.000547206239158672
2115,musical,j,16931,0.93,0.000547160854217214
2106,review,v,16916,0.94,0.000546480080095345
2099,forever,r,16890,0.95,0.000545300071617438
2101,regard,v,16890,0.94,0.000545300071617438
2170,dark,n,16865,0.90,0.000544165448080989
2116,journalist,n,16858,0.93,0.000543847753490783
2093,signal,n,16835,0.95,0.00054280389983725
2078,living,j,16823,0.97,0.000542259280539754
2091,column,n,16810,0.96,0.000541669276300801
2185,comparison,n,16809,0.90,0.000541623891359343
2110,display,v,16806,0.94,0.000541487736534969
2193,slide,v,16805,0.89,0.000541442351593511
2133,graduate,n,16803,0.93,0.000541351581710595
2179,silent,j,16802,0.90,0.000541306196769137
2072,outside,j,16797,0.97,0.000541079272061847
2144,green,n,16776,0.92,0.00054012618829123
2127,permit,v,16764,0.93,0.000539581568993734
2221,Arab,j,16732,0.88,0.000538129250867079
2181,self,n,16708,0.90,0.000537040012272088
2152,selection,n,16706,0.92,0.000536949242389172
2125,payment,n,16704,0.94,0.000536858472506256
2096,honor,n,16686,0.96,0.000536041543560013
2131,bread,n,16686,0.94,0.000536041543560013
2146,drag,v,16685,0.93,0.000535996158618555
2169,existing,j,16654,0.91,0.000534589225433358
2210,consist,v,16648,0.89,0.00053431691578461
2086,weak,j,16628,0.97,0.000533409216955451
2109,offer,n,16612,0.95,0.000532683057892124
2258,hello,u,16600,0.87,0.000532138438594628
2138,universe,n,16596,0.94,0.000531956898828796
2130,priority,n,16586,0.94,0.000531503049414217
2180,suppose,v,16562,0.91,0.000530413810819225
2145,lucky,j,16550,0.94,0.00052986919152173
2154,roof,n,16520,0.93,0.000528507643277991
2108,lab,n,16498,0.96,0.000527509174565916
2149,agenda,n,16449,0.94,0.000525285312434476
2157,initiative,n,16445,0.93,0.000525103772668644
2188,planning,n,16434,0.91,0.000524604538312606
2190,description,n,16415,0.91,0.000523742224424905
2166,housing,n,16403,0.93,0.000523197605127409
2183,tea,n,16373,0.92,0.00052183605688367
2161,therapy,n,16351,0.93,0.000520837588171595
2245,consistent,j,16334,0.89,0.00052006604416681
2148,library,n,16314,0.95,0.00051915834533765
2162,wash,v,16314,0.93,0.00051915834533765
2239,reply,v,16312,0.89,0.000519067575454734
2117,prayer,n,16296,0.97,0.000518341416391407
2212,enable,v,16293,0.91,0.000518205261567033
2213,bend,v,16285,0.91,0.000517842182035369
2160,funding,n,16282,0.94,0.000517706027210996
2156,expense,n,16274,0.94,0.000517342947679332
2124,childhood,n,16268,0.96,0.000517070638030584
2187,layer,n,16250,0.92,0.000516253709084341
2134,request,n,16241,0.96,0.000515845244611219
2151,factory,n,16240,0.95,0.000515799859669761
2137,dramatic,j,16233,0.96,0.000515482165079555
2220,cop,n,16228,0.91,0.000515255240372265
2139,gap,n,16216,0.96,0.00051471062107477
2374,evaluation,n,16213,0.84,0.000514574466250396
2120,warning,n,16205,0.97,0.000514211386718732
2159,arrest,v,16205,0.94,0.000514211386718732
2118,suspect,v,16194,0.97,0.000513712152362695
2186,settlement,n,16172,0.93,0.000512713683650619
2164,sad,j,16163,0.94,0.000512305219177498
2302,moreover,r,16163,0.88,0.000512305219177498
2177,chip,n,16162,0.94,0.00051225983423604
2324,kiss,v,16128,0.87,0.000510716746226469
2305,implement,v,16124,0.88,0.000510535206460637
2140,excellent,j,16094,0.96,0.000509173658216898
2231,formal,j,16078,0.91,0.000508447499153571
2168,purchase,v,16064,0.94,0.000507812109973159
2135,emotion,n,16062,0.97,0.000507721340090243
2232,transition,n,16058,0.91,0.000507539800324412
2264,phase,n,16045,0.90,0.000506949796085458
2267,coat,n,16010,0.90,0.000505361323134429
2346,championship,n,16008,0.86,0.000505270553251513
2439,glance,v,16008,0.82,0.000505270553251513
2189,far,c,16006,0.94,0.000505179783368597
2309,vs,i,16003,0.88,0.000505043628544224
2194,widely,r,16000,0.93,0.00050490747371985
2217,shall,v,15997,0.92,0.000504771318895476
2174,remaining,j,15992,0.95,0.000504544394188186
2163,schedule,n,15987,0.95,0.000504317469480896
2171,steel,n,15982,0.95,0.000504090544773606
2218,error,n,15980,0.93,0.00050399977489069
2249,exposure,n,15979,0.91,0.000503954389949232
2143,mark,n,15973,0.97,0.000503682080300485
2233,existence,n,15969,0.92,0.000503500540534653
2203,mass,j,15939,0.93,0.000502138992290914
2214,saving,n,15917,0.93,0.000501140523578839
2347,coach,v,15910,0.87,0.000500822828988633
2297,substance,n,15909,0.89,0.000500777444047175
2310,sauce,n,15903,0.88,0.000500505134398427
2155,unable,j,15901,0.97,0.000500414364515511
2269,symptom,n,15886,0.91,0.000499733590393642
2211,alcohol,n,15877,0.93,0.00049932512592052
2209,bother,v,15870,0.94,0.000499007431330314
2234,album,n,15869,0.92,0.000498962046388856
2290,reduction,n,15862,0.90,0.000498644351798651
2141,deeply,r,15848,0.98,0.000498008962618239
2277,online,j,15848,0.91,0.000498008962618239
2204,lake,n,15836,0.94,0.000497464343320744
2198,territory,n,15831,0.94,0.000497237418613454
2195,wedding,n,15829,0.94,0.000497146648730538
2215,gain,n,15822,0.94,0.000496828954140332
2205,transform,v,15815,0.94,0.000496511259550126
2284,breathe,v,15813,0.91,0.00049642048966721
2413,tablespoon,n,15804,0.85,0.000496012025194089
2200,opponent,n,15803,0.94,0.000495966640252631
2257,mine,p,15794,0.92,0.000495558175779509
2261,knife,n,15792,0.92,0.000495467405896593
2150,recover,v,15786,0.98,0.000495195096247845
2360,evaluate,v,15780,0.87,0.000494922786599098
2240,cycle,n,15775,0.93,0.000494695861891808
3654,re,i,15773,0.47,0.000494605092008892
2165,brief,j,15770,0.96,0.000494468937184518
2454,teaspoon,n,15767,0.83,0.000494332782360144
2227,hit,n,15766,0.93,0.000494287397418686
2178,violent,j,15765,0.96,0.000494242012477228
2272,philosophy,n,15746,0.92,0.000493379698589527
2271,manufacturer,n,15741,0.92,0.000493152773882237
2202,link,n,15738,0.94,0.000493016619057863
2191,later,j,15734,0.95,0.000492835079292031
2196,inform,v,15725,0.95,0.00049242661481891
2259,coalition,n,15720,0.92,0.00049219969011162
2230,passage,n,15702,0.93,0.000491382761165376
2176,fairly,r,15701,0.96,0.000491337376223918
2167,post,n,15693,0.97,0.000490974296692255
2287,jacket,n,15692,0.91,0.000490928911750797
2263,racial,j,15687,0.92,0.000490701987043507
2274,interview,v,15687,0.92,0.000490701987043507
2246,resistance,n,15686,0.93,0.000490656602102049
2298,discipline,n,15684,0.91,0.000490565832219133
2199,immediate,j,15680,0.95,0.000490384292453301
2279,negotiation,n,15680,0.92,0.000490384292453301
2197,portion,n,15677,0.95,0.000490248137628927
2208,leading,j,15665,0.95,0.000489703518331432
2256,grand,j,15659,0.93,0.000489431208682684
2224,sand,n,15658,0.94,0.000489385823741226
2216,desert,n,15653,0.94,0.000489158899033936
2331,involvement,n,15640,0.89,0.000488568894794983
2228,print,n,15634,0.94,0.000488296585146235
2192,slow,v,15633,0.96,0.000488251200204777
2223,walk,n,15632,0.94,0.000488205815263319
2242,lock,v,15616,0.93,0.000487479656199991
2206,tension,n,15614,0.95,0.000487388886317076
2401,interpretation,n,15613,0.86,0.000487343501375618
2278,pass,n,15599,0.92,0.000486708112195206
2336,analyze,v,15587,0.89,0.00048616349289771
2207,display,n,15575,0.95,0.000485618873600215
2248,tear,v,15575,0.93,0.000485618873600215
2273,potato,n,15561,0.93,0.000484983484419803
2243,whole,n,15558,0.94,0.00048484732959543
2288,glad,j,15556,0.92,0.000484756559712514
2241,opposite,j,15554,0.94,0.000484665789829598
2219,release,n,15540,0.95,0.000484030400649186
2229,preserve,v,15527,0.95,0.000483440396410233
2268,Mexican,j,15514,0.93,0.000482850392171279
2225,Spanish,j,15512,0.95,0.000482759622288363
2283,dust,n,15475,0.93,0.000481080379454419
2450,educator,n,15447,0.85,0.000479809601093596
2238,joint,j,15444,0.95,0.000479673446269222
2254,benefit,v,15424,0.94,0.000478765747440062
2276,quote,v,15415,0.93,0.000478357282966941
2255,pot,n,15407,0.94,0.000477994203435277
2251,stream,n,15400,0.94,0.000477676508845071
2351,enhance,v,15393,0.90,0.000477358814254866
2295,numerous,j,15389,0.93,0.000477177274489034
2329,juice,n,15388,0.90,0.000477131889547576
2467,whisper,v,15383,0.84,0.000476904964840286
2307,gene,n,15377,0.92,0.000476632655191538
2270,contact,v,15359,0.94,0.000475815726245295
2247,discovery,n,15358,0.95,0.000475770341303837
2252,sale,n,15351,0.94,0.000475452646713631
2285,elect,v,15350,0.93,0.000475407261772173
2367,emphasis,n,15337,0.89,0.000474817257533219
2201,abandon,v,15323,0.97,0.000474181868352808
2226,rule,v,15310,0.96,0.000473591864113855
2237,atmosphere,n,15310,0.95,0.000473591864113855
2301,practical,j,15303,0.93,0.000473274169523649
2266,joke,n,15284,0.95,0.000472411855635947
2275,foundation,n,15273,0.94,0.00047191262127991
